"ciso_primary_key","mailpieceid","parcelidcode","detailsequence","createdtimestamp","mailerid","sourceid","ServiceTypeCode","applicationid","constructcode","mailclasscode","USPSDimensionalHeight","USPSDimensionalLength","USPSDimensionalWidth","customerrecordstartdate","delinked","MID_LAST_UPD_USERID","MID_LAST_UPD_DATE","CRID","CRID_cmra_flag","CRID_msp_flag","UBK","icr","ict_filedate","manifest","manifest_createdtimestamp","manifestid","icr_or_manifest","spef","prtnrscan_createdtimestamp","prtnrscan_eventcode","symbology_mismatch","scanned","firstscan_createdtimestamp","firstscan_eventcode","firstscan_zipcode","firstscan_Longitude","firstscan_Latitude","firstscan_CITY","firstscan_STATECODE","firstscan_STATENAME","firstscan_COUNTYNM","startacceptancezipcode","startacceptance_Longitude","startacceptance_Latitude","startacceptance_CITY","startacceptance_STATECODE","startacceptance_COUNTYNM","deliveryzipcode","ptsaddressid","destaddress_zipcode","destaddress_CITY","destaddress_STATENAME","destaddress_STATECODE","destaddress_Longitude","destaddress_Latitude","ptsphysicaladdressid","physaddress_zipcode","physaddress_CITY","physaddress_STATENAME","ptsreturnaddressid","returnaddress_zipcode","returnaddress_CITY","returnaddress_STATENAME","returnaddress_STATECODE","firstscan_dest_zone","start_dest_zone","firstscan_zone_gt_start_zone","firstzip_startzip_diff"
4200478130342,"dcacdab477c77457b7106d8988798ea5c32f234dcc1896187d9a5cee7e4c60c7","e4f2f8d5cb5973a3385575d275f873a7beb1272c05b1cc59d4bfe2f7c4511065","79543566",2024-05-01 15:41:35,"5021635b2cba2ca466c9e9820e0389767122ccfe2185bfe7b47a2f0eca1d20e5",NA,"001",92,"C03","G0",1.57,7.48,2.95,2016-11-29,NA,"0dae04c5728aaafe406cda3c7a8fca37abe639ac2267992f404b4ee6d80e0ecf",2016-11-29,"dc1a6905d822533f8a83e03ca20725a23e86f36fd9d08d33dbb9f066a0700f9f","N","N","68f4936a1981628d421257b90f7664dbbe22f7a7821a50e94564d3c72dd878d4",0,NA,1,2024-05-02 02:00:46,"4bcec63df407d84f584a061dae1b3e009c286dd376567748dfe220d66512fa6d",1,0,NA,NA,NA,1,2024-05-01 15:41:35,"10","10610",-73.812614,41.022482,"White Plains","NY","New York","Westchester","10974",-74.189154,41.160697,"Sloatsburg","NY","Rockland","04578","e1e04d9fe145dcc24b9a4656c6b0b5e5affc2bed6d0ab11abfa6c8094efe0bf9","04578","Wiscasset","Maine","ME",-69.67151,43.996053,NA,NA,NA,NA,"9d9dda6bdad1f8de46a9571293d64e77df938f452ae85bca8dc33cc31a721056","10974","Sloatsburg","New York","NY",3,4,0,TRUE
4200478130343,"2e96b9cc5bad86e0587ffd935fcafffb64fdcfc69f0036b8337c7e910e99f844","bf61b41e5e6a655e04d7581a552a6c0c7069cf07309aa621dfc255a5ff0c2e9f","79544303",2024-05-01 15:46:31,"5021635b2cba2ca466c9e9820e0389767122ccfe2185bfe7b47a2f0eca1d20e5",NA,"001",92,"C03","G0",1.38,7.68,3.15,2016-11-29,NA,"0dae04c5728aaafe406cda3c7a8fca37abe639ac2267992f404b4ee6d80e0ecf",2016-11-29,"dc1a6905d822533f8a83e03ca20725a23e86f36fd9d08d33dbb9f066a0700f9f","N","N","68f4936a1981628d421257b90f7664dbbe22f7a7821a50e94564d3c72dd878d4",0,NA,1,2024-05-02 02:00:46,"4bcec63df407d84f584a061dae1b3e009c286dd376567748dfe220d66512fa6d",1,0,NA,NA,NA,1,2024-05-01 15:46:31,"10","10610",-73.812614,41.022482,"White Plains","NY","New York","Westchester","10974",-74.189154,41.160697,"Sloatsburg","NY","Rockland","78418","15eb692608e0c513810827215495b69488e5f3acd9692a4b9e5c385b8c114f75","78418","Corpus Christi","Texas","TX",-97.277723,27.641172,"15eb692608e0c513810827215495b69488e5f3acd9692a4b9e5c385b8c114f75","78418","Corpus Christi","Texas","9d9dda6bdad1f8de46a9571293d64e77df938f452ae85bca8dc33cc31a721056","10974","Sloatsburg","New York","NY",7,7,0,TRUE
4200478130344,"e1089de40dc4d9e46043ff489ebf609eedce25d2d7e41ddff623d203f48d4a3e","60f5babee0c9325b3f6c8dada9ea6a3d1f2cfc42ae57a16ca2df9c9687b36323","79553152",2024-05-01 21:05:22,"5021635b2cba2ca466c9e9820e0389767122ccfe2185bfe7b47a2f0eca1d20e5",NA,"001",92,"C03","G0",2,6.2,2.5,2016-11-29,NA,"0dae04c5728aaafe406cda3c7a8fca37abe639ac2267992f404b4ee6d80e0ecf",2016-11-29,"dc1a6905d822533f8a83e03ca20725a23e86f36fd9d08d33dbb9f066a0700f9f","N","N","68f4936a1981628d421257b90f7664dbbe22f7a7821a50e94564d3c72dd878d4",0,NA,1,2024-05-02 02:00:46,"4bcec63df407d84f584a061dae1b3e009c286dd376567748dfe220d66512fa6d",1,0,NA,NA,NA,1,2024-05-01 21:05:22,"10","11351",-73.830914,40.781091,"Flushing","NY","New York","Queens","10974",-74.189154,41.160697,"Sloatsburg","NY","Rockland","27941","b719ab7f6f7e5d8312a16e2d7201cc3dd469181d1c2994463efa965ce720d81c","27941","Harbinger","North Carolina","NC",-75.815398,36.090072,"b719ab7f6f7e5d8312a16e2d7201cc3dd469181d1c2994463efa965ce720d81c","27941","Harbinger","North Carolina","9d9dda6bdad1f8de46a9571293d64e77df938f452ae85bca8dc33cc31a721056","10974","Sloatsburg","New York","NY",4,4,0,TRUE
4200478130345,"2d1e5b8f7fed7eea31135f699619eb10ec1a0472825e4881aef5ac12470c8850","3f7c81d7375c571cf840058feb91105158799bf9d49f34b386625ff1503b8c0e","79555460",2024-05-01 21:05:22,"5021635b2cba2ca466c9e9820e0389767122ccfe2185bfe7b47a2f0eca1d20e5",NA,"001",92,"C03","G0",2,6.5,2.9,2016-11-29,NA,"0dae04c5728aaafe406cda3c7a8fca37abe639ac2267992f404b4ee6d80e0ecf",2016-11-29,"dc1a6905d822533f8a83e03ca20725a23e86f36fd9d08d33dbb9f066a0700f9f","N","N","68f4936a1981628d421257b90f7664dbbe22f7a7821a50e94564d3c72dd878d4",0,NA,1,2024-05-02 02:00:46,"4bcec63df407d84f584a061dae1b3e009c286dd376567748dfe220d66512fa6d",1,0,NA,NA,NA,1,2024-05-01 21:05:22,"10","11351",-73.830914,40.781091,"Flushing","NY","New York","Queens","10974",-74.189154,41.160697,"Sloatsburg","NY","Rockland","32407","4daee987f0d35ff015e16eec5c78550c139f2c9a3c36eaf32b202afc7bf54493","32407","Panama City Beach","Florida","FL",-85.79796,30.20298,"4daee987f0d35ff015e16eec5c78550c139f2c9a3c36eaf32b202afc7bf54493","32407","Panama City Beach","Florida","9d9dda6bdad1f8de46a9571293d64e77df938f452ae85bca8dc33cc31a721056","10974","Sloatsburg","New York","NY",5,5,0,TRUE
4200478130346,"399017c481aee9d916505a52c4e046f871789875fcda1264a645fe2cb4d5af28","ab088933eecd7929d48b4f8f4453609fd8c00b80e991e594f4c61e40b6113ad9","79556849",2024-05-01 20:30:10,"5021635b2cba2ca466c9e9820e0389767122ccfe2185bfe7b47a2f0eca1d20e5",NA,"001",92,"C03","G0",2.2,6.7,2.6,2016-11-29,NA,"0dae04c5728aaafe406cda3c7a8fca37abe639ac2267992f404b4ee6d80e0ecf",2016-11-29,"dc1a6905d822533f8a83e03ca20725a23e86f36fd9d08d33dbb9f066a0700f9f","N","N","68f4936a1981628d421257b90f7664dbbe22f7a7821a50e94564d3c72dd878d4",0,NA,1,2024-05-02 02:00:46,"4bcec63df407d84f584a061dae1b3e009c286dd376567748dfe220d66512fa6d",1,0,NA,NA,NA,1,2024-05-01 20:30:10,"10","11351",-73.830914,40.781091,"Flushing","NY","New York","Queens","10974",-74.189154,41.160697,"Sloatsburg","NY","Rockland","55019","93e7c2b75a64495e97ca40f5cbd9c81ac3ac75361d761188cb0d1c70724f09db","55019","Dundas","Minnesota","MN",-93.241114,44.41479,"93e7c2b75a64495e97ca40f5cbd9c81ac3ac75361d761188cb0d1c70724f09db","55019","Dundas","Minnesota","9d9dda6bdad1f8de46a9571293d64e77df938f452ae85bca8dc33cc31a721056","10974","Sloatsburg","New York","NY",6,5,1,TRUE
4200478130347,"e6e46611ae9808924af25badb484a953fa25eece3ac98688eaba480504b392d7","48487a0b07c579e9650d4871c8bbcd38df5f895217c3e41fa68212ed3497558d","021216156181",2024-05-01 17:39:38,"8165607285e740debcf54b2768c3212a2c78dfb7004f072e709d90f8a99fc09f",NA,"001",92,"C02","G0",2.76,11.3,14.02,2017-01-03,NA,"16a7b155c49bac3fc3ef44dff4bcd5f52853da08c4c60b6f167f5e8999ce7cf1",2017-01-03,"52095c5c880993f3065c6b44f9e412479f5c5f17a53872871dbfc30fb6141936","N","N","186e8c0b8c066c2eaeac4ed78443625773867c04843fc47baf21bbd855573012",0,NA,1,2024-05-01 17:39:38,"402ac801773b54dd2c9d6309dfc09e2e3618f200c1707b33358d5168afad83f0",1,0,NA,NA,NA,1,2024-05-01 19:47:23,"10","97215",-122.601049,45.514122,"Portland","OR","Oregon","Multnomah","97230",-122.498239,45.5414,"Portland","OR","Multnomah","97361","4511c00b8cfe289ee11b51fe234504e6626da5893d04fc5d54e6eacdfa7c427f","97361","Monmouth","Oregon","OR",-123.295883,44.813075,"4511c00b8cfe289ee11b51fe234504e6626da5893d04fc5d54e6eacdfa7c427f","97361","Monmouth","Oregon",NA,NA,NA,NA,NA,2,2,0,TRUE
4200478130348,"83e7a63bc4740c02df4c6f7e440e2c7ebf1ca4f1c00d1d2a888d7a240d33bcee","cde9774ef137f02fec1549929eb9064c047d6ffd88b1a17800110f02347920d9","021216184160",2024-05-01 17:39:38,"8165607285e740debcf54b2768c3212a2c78dfb7004f072e709d90f8a99fc09f",NA,"001",92,"C02","G0",2.95,13.7,9.65,2017-01-03,NA,"16a7b155c49bac3fc3ef44dff4bcd5f52853da08c4c60b6f167f5e8999ce7cf1",2017-01-03,"52095c5c880993f3065c6b44f9e412479f5c5f17a53872871dbfc30fb6141936","N","N","186e8c0b8c066c2eaeac4ed78443625773867c04843fc47baf21bbd855573012",0,NA,1,2024-05-01 17:39:38,"402ac801773b54dd2c9d6309dfc09e2e3618f200c1707b33358d5168afad83f0",1,0,NA,NA,NA,1,2024-05-01 21:58:00,"10","97215",-122.601049,45.514122,"Portland","OR","Oregon","Multnomah","97230",-122.498239,45.5414,"Portland","OR","Multnomah","97229","5c1b9e550ba1fde9bfa640fd6d544cca2de1ae5899ed55e9241df2dcfd814cf1","97229","Portland","Oregon","OR",-122.82998,45.540884,"5c1b9e550ba1fde9bfa640fd6d544cca2de1ae5899ed55e9241df2dcfd814cf1","97229","Portland","Oregon",NA,NA,NA,NA,NA,1,1,0,TRUE
4200478130349,"7f10fcaadbdbbe9be99d10efbc62e90059934b3882dbf0dfc93e2c78953f6952","36d04d579cb65e41342b0afae2b596aa7f38a220b03a489ff2552fbd77003b58","021216212160",2024-05-01 17:39:38,"8165607285e740debcf54b2768c3212a2c78dfb7004f072e709d90f8a99fc09f",NA,"001",92,"C02","G0",2.4,10.3,8.3,2017-01-03,NA,"16a7b155c49bac3fc3ef44dff4bcd5f52853da08c4c60b6f167f5e8999ce7cf1",2017-01-03,"52095c5c880993f3065c6b44f9e412479f5c5f17a53872871dbfc30fb6141936","N","N","186e8c0b8c066c2eaeac4ed78443625773867c04843fc47baf21bbd855573012",0,NA,1,2024-05-01 17:39:38,"402ac801773b54dd2c9d6309dfc09e2e3618f200c1707b33358d5168afad83f0",1,0,NA,NA,NA,1,2024-05-01 21:51:44,"10","97215",-122.601049,45.514122,"Portland","OR","Oregon","Multnomah","97230",-122.498239,45.5414,"Portland","OR","Multnomah","97202","5bd88860e9d86e4c02208d186082105c4c1753fc6905f70af3bcc15d5dc2dfad","97202","Portland","Oregon","OR",-122.636962,45.482618,"5bd88860e9d86e4c02208d186082105c4c1753fc6905f70af3bcc15d5dc2dfad","97202","Portland","Oregon",NA,NA,NA,NA,NA,1,1,0,TRUE
4200478130350,"6d8bde201ffd4eac6fb15a5f75727f7248c668304f925d82f4d86b6d11ffa636","7f8f9b119e4c12ef29df53d7855691469562dd23ca8f424a711597557b6c040d","021216216267",2024-05-01 17:39:38,"8165607285e740debcf54b2768c3212a2c78dfb7004f072e709d90f8a99fc09f",NA,"001",92,"C02","G0",2.4,11.8,9.3,2017-01-03,NA,"16a7b155c49bac3fc3ef44dff4bcd5f52853da08c4c60b6f167f5e8999ce7cf1",2017-01-03,"52095c5c880993f3065c6b44f9e412479f5c5f17a53872871dbfc30fb6141936","N","N","186e8c0b8c066c2eaeac4ed78443625773867c04843fc47baf21bbd855573012",0,NA,1,2024-05-01 17:39:38,"402ac801773b54dd2c9d6309dfc09e2e3618f200c1707b33358d5168afad83f0",1,0,NA,NA,NA,1,2024-05-01 21:56:44,"10","97215",-122.601049,45.514122,"Portland","OR","Oregon","Multnomah","97230",-122.498239,45.5414,"Portland","OR","Multnomah","97089","4531714dcce48331c7e88ac80a759be53a50fb248a3498600d4ab0f30ac0e807","97089","Damascus","Oregon","OR",-122.449928,45.422127,"4531714dcce48331c7e88ac80a759be53a50fb248a3498600d4ab0f30ac0e807","97089","Damascus","Oregon",NA,NA,NA,NA,NA,1,1,0,TRUE
4200478130351,"5ffb63ace7656f148b4da6164993f25f312dfd0b57ad8265156e7b44f8a051f4","ff3ad316dab17a6f9ad39fd848a15fde86b64707b0158c5dee28fae845a75b91","021216249289",2024-05-01 17:39:38,"8165607285e740debcf54b2768c3212a2c78dfb7004f072e709d90f8a99fc09f",NA,"001",92,"C02","G0",2.6,14.1,10.7,2017-01-03,NA,"16a7b155c49bac3fc3ef44dff4bcd5f52853da08c4c60b6f167f5e8999ce7cf1",2017-01-03,"52095c5c880993f3065c6b44f9e412479f5c5f17a53872871dbfc30fb6141936","N","N","186e8c0b8c066c2eaeac4ed78443625773867c04843fc47baf21bbd855573012",0,NA,1,2024-05-01 17:39:38,"402ac801773b54dd2c9d6309dfc09e2e3618f200c1707b33358d5168afad83f0",1,0,NA,NA,NA,1,2024-05-01 22:02:00,"10","97215",-122.601049,45.514122,"Portland","OR","Oregon","Multnomah","97230",-122.498239,45.5414,"Portland","OR","Multnomah","97225","4f0eb71f95734de0ca12caab0579ec583816858e2942769a48be5e06d0109ca2","97225","Portland","Oregon","OR",-122.761269,45.501041,"4f0eb71f95734de0ca12caab0579ec583816858e2942769a48be5e06d0109ca2","97225","Portland","Oregon",NA,NA,NA,NA,NA,1,1,0,TRUE
4200478130352,"3601d50f683c22711c05e951b894acd6f86e836f945bd6c35d772419ed9573eb","11b53d4676eecff346622216fd0ad3eea7d34be548760a5f713272e586a131de","021216254726",2024-05-01 17:39:38,"8165607285e740debcf54b2768c3212a2c78dfb7004f072e709d90f8a99fc09f",NA,"001",92,"C02","G0",3.15,13.58,9.69,2017-01-03,NA,"16a7b155c49bac3fc3ef44dff4bcd5f52853da08c4c60b6f167f5e8999ce7cf1",2017-01-03,"52095c5c880993f3065c6b44f9e412479f5c5f17a53872871dbfc30fb6141936","N","N","186e8c0b8c066c2eaeac4ed78443625773867c04843fc47baf21bbd855573012",0,NA,1,2024-05-01 17:39:38,"402ac801773b54dd2c9d6309dfc09e2e3618f200c1707b33358d5168afad83f0",1,0,NA,NA,NA,1,2024-05-01 20:22:30,"10","97215",-122.601049,45.514122,"Portland","OR","Oregon","Multnomah","97230",-122.498239,45.5414,"Portland","OR","Multnomah","97116","cd4921a07a07fc745cc0726db0fee03fd75f42c0116f394b58e09e473279e5a4","97116","Forest Grove","Oregon","OR",-123.107074,45.522072,"cd4921a07a07fc745cc0726db0fee03fd75f42c0116f394b58e09e473279e5a4","97116","Forest Grove","Oregon",NA,NA,NA,NA,NA,1,1,0,TRUE
4200478130353,"702b66891045cd1999ade5f430cab35467caf41b7e244a6718efde7bb88f82bd","490ac5a9badef093f0545dae631bc22d7460dce82a93878034514aac35678f24","021216265784",2024-05-01 17:39:38,"8165607285e740debcf54b2768c3212a2c78dfb7004f072e709d90f8a99fc09f",NA,"001",92,"C02","G0",3.15,9.69,13.78,2017-01-03,NA,"16a7b155c49bac3fc3ef44dff4bcd5f52853da08c4c60b6f167f5e8999ce7cf1",2017-01-03,"52095c5c880993f3065c6b44f9e412479f5c5f17a53872871dbfc30fb6141936","N","N","186e8c0b8c066c2eaeac4ed78443625773867c04843fc47baf21bbd855573012",0,NA,1,2024-05-01 17:39:38,"402ac801773b54dd2c9d6309dfc09e2e3618f200c1707b33358d5168afad83f0",1,0,NA,NA,NA,1,2024-05-01 21:02:44,"10","97215",-122.601049,45.514122,"Portland","OR","Oregon","Multnomah","97230",-122.498239,45.5414,"Portland","OR","Multnomah","97045","f26b14d880f78ca414c86cbf50b3610cd7562949f8467f1c6be987cba5445d7c","97045","Oregon City","Oregon","OR",-122.560941,45.340277,"f26b14d880f78ca414c86cbf50b3610cd7562949f8467f1c6be987cba5445d7c","97045","Oregon City","Oregon",NA,NA,NA,NA,NA,1,1,0,TRUE
4200478130354,"1f5768d60bc9aaba9fbde92c8a0385b15a8f00af6113840bac8348b9095ec1d1","d2da35ccbe71d18cf552f6c8e5b832cea999b3dc1db1d88eeb70de1653a04ff4","021216266958",2024-05-01 17:39:38,"8165607285e740debcf54b2768c3212a2c78dfb7004f072e709d90f8a99fc09f",NA,"001",92,"C02","G0",2.3,12,9.2,2017-01-03,NA,"16a7b155c49bac3fc3ef44dff4bcd5f52853da08c4c60b6f167f5e8999ce7cf1",2017-01-03,"52095c5c880993f3065c6b44f9e412479f5c5f17a53872871dbfc30fb6141936","N","N","186e8c0b8c066c2eaeac4ed78443625773867c04843fc47baf21bbd855573012",0,NA,1,2024-05-01 17:39:38,"402ac801773b54dd2c9d6309dfc09e2e3618f200c1707b33358d5168afad83f0",1,0,NA,NA,NA,1,2024-05-01 21:41:40,"10","97215",-122.601049,45.514122,"Portland","OR","Oregon","Multnomah","97230",-122.498239,45.5414,"Portland","OR","Multnomah","98604","282c2ffc3726ade5e12b80f65cd57db88f747d54fb7b4a5782b0072fa9b30853","98604","Battle Ground","Washington","WA",-122.520247,45.79496,"282c2ffc3726ade5e12b80f65cd57db88f747d54fb7b4a5782b0072fa9b30853","98604","Battle Ground","Washington",NA,NA,NA,NA,NA,1,1,0,TRUE
4200478130355,"d40fcb04554b453f66ac16d94fc4c64535983245d0a02bc8b6f043a06eda8725","b49fb0a8d22923bfa42a0b54b2998296e237b3310017b757643b6060f3a7af6d","021216309563",2024-05-01 17:39:38,"8165607285e740debcf54b2768c3212a2c78dfb7004f072e709d90f8a99fc09f",NA,"001",92,"C02","G0",2.56,11.54,13.74,2017-01-03,NA,"16a7b155c49bac3fc3ef44dff4bcd5f52853da08c4c60b6f167f5e8999ce7cf1",2017-01-03,"52095c5c880993f3065c6b44f9e412479f5c5f17a53872871dbfc30fb6141936","N","N","186e8c0b8c066c2eaeac4ed78443625773867c04843fc47baf21bbd855573012",0,NA,1,2024-05-01 17:39:38,"402ac801773b54dd2c9d6309dfc09e2e3618f200c1707b33358d5168afad83f0",1,0,NA,NA,NA,1,2024-05-01 20:42:42,"10","97215",-122.601049,45.514122,"Portland","OR","Oregon","Multnomah","97230",-122.498239,45.5414,"Portland","OR","Multnomah","97086","1632b4a7a065cfb9bf8a68ffc7bc4021f9dbc117bac94216884fc754faedbc1e","97086","Happy Valley","Oregon","OR",-122.514694,45.443245,"1632b4a7a065cfb9bf8a68ffc7bc4021f9dbc117bac94216884fc754faedbc1e","97086","Happy Valley","Oregon",NA,NA,NA,NA,NA,1,1,0,TRUE
4200478130356,"18ee38b87e9415c3d730ce392bef24e3e13bd3803d9f629a2a8cb50af4c1688e","a25a02c91f39ada39b38e62068e79802059af4b2e2fdafbd3ab37d5ad95098ae","021216311702",2024-05-01 17:39:38,"8165607285e740debcf54b2768c3212a2c78dfb7004f072e709d90f8a99fc09f",NA,"001",92,"C02","G0",1.97,9.29,11.18,2017-01-03,NA,"16a7b155c49bac3fc3ef44dff4bcd5f52853da08c4c60b6f167f5e8999ce7cf1",2017-01-03,"52095c5c880993f3065c6b44f9e412479f5c5f17a53872871dbfc30fb6141936","N","N","186e8c0b8c066c2eaeac4ed78443625773867c04843fc47baf21bbd855573012",0,NA,1,2024-05-01 17:39:38,"402ac801773b54dd2c9d6309dfc09e2e3618f200c1707b33358d5168afad83f0",1,0,NA,NA,NA,1,2024-05-01 20:57:42,"10","97215",-122.601049,45.514122,"Portland","OR","Oregon","Multnomah","97230",-122.498239,45.5414,"Portland","OR","Multnomah","97071","519ee0f15521e4adac5fda897aa5a4aa7eb6c83acd585c03c71e54aae67d8612","97071","Woodburn","Oregon","OR",-122.855971,45.14745,"519ee0f15521e4adac5fda897aa5a4aa7eb6c83acd585c03c71e54aae67d8612","97071","Woodburn","Oregon",NA,NA,NA,NA,NA,1,1,0,TRUE
4200478130357,"93936b29a04f660223fa35d94617f4d9ed7564e5579edfde238594669318d97b","b2223cf8da108adf817023d70ac50dd7b9987173cca0adb6c4a466537639333a","021216332608",2024-05-01 17:39:38,"8165607285e740debcf54b2768c3212a2c78dfb7004f072e709d90f8a99fc09f",NA,"001",92,"C02","G0",1.3,14.3,9.8,2017-01-03,NA,"16a7b155c49bac3fc3ef44dff4bcd5f52853da08c4c60b6f167f5e8999ce7cf1",2017-01-03,"52095c5c880993f3065c6b44f9e412479f5c5f17a53872871dbfc30fb6141936","N","N","186e8c0b8c066c2eaeac4ed78443625773867c04843fc47baf21bbd855573012",0,NA,1,2024-05-01 17:39:38,"402ac801773b54dd2c9d6309dfc09e2e3618f200c1707b33358d5168afad83f0",1,0,NA,NA,NA,1,2024-05-01 21:56:44,"10","97215",-122.601049,45.514122,"Portland","OR","Oregon","Multnomah","97230",-122.498239,45.5414,"Portland","OR","Multnomah","98626","5a6ecba386374a50b8b9a83be2c0ec6903b3f44dbfc1d8940d0841912b60e14a","98626","Kelso","Washington","WA",-122.88017,46.14476,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,TRUE
4200478130358,"c2294bb9a61e25305126b75e63709e30494bfc3f762983a23f4731ef08216977","08f4678cfbf244934c9e638cb5b57231f035f43a83214aa8591493f028f2dd81","021216356048",2024-05-01 17:39:38,"8165607285e740debcf54b2768c3212a2c78dfb7004f072e709d90f8a99fc09f",NA,"001",92,"C02","G0",2.4,12.6,9.6,2017-01-03,NA,"16a7b155c49bac3fc3ef44dff4bcd5f52853da08c4c60b6f167f5e8999ce7cf1",2017-01-03,"52095c5c880993f3065c6b44f9e412479f5c5f17a53872871dbfc30fb6141936","N","N","186e8c0b8c066c2eaeac4ed78443625773867c04843fc47baf21bbd855573012",0,NA,1,2024-05-01 17:39:38,"402ac801773b54dd2c9d6309dfc09e2e3618f200c1707b33358d5168afad83f0",1,0,NA,NA,NA,1,2024-05-01 21:56:44,"10","97215",-122.601049,45.514122,"Portland","OR","Oregon","Multnomah","97230",-122.498239,45.5414,"Portland","OR","Multnomah","97016","73ce34164619f391dec01c2b1f3c0533dbb847fba873fed179eb9ca654ee280b","97016","Clatskanie","Oregon","OR",-123.255278,45.996389,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,TRUE
4200478130359,"1a8b35ec65bc6d4334e4defc54c8318a76fb067fafc81c27cf8383b4b8c41170","50b4ab6dacc9b0856f20c8e97c65564d3290718394ff934ed9e6ff5f177e19df","021216383747",2024-05-01 17:39:38,"8165607285e740debcf54b2768c3212a2c78dfb7004f072e709d90f8a99fc09f",NA,"001",92,"C02","G0",2.95,14.45,9.65,2017-01-03,NA,"16a7b155c49bac3fc3ef44dff4bcd5f52853da08c4c60b6f167f5e8999ce7cf1",2017-01-03,"52095c5c880993f3065c6b44f9e412479f5c5f17a53872871dbfc30fb6141936","N","N","186e8c0b8c066c2eaeac4ed78443625773867c04843fc47baf21bbd855573012",0,NA,1,2024-05-01 17:39:38,"402ac801773b54dd2c9d6309dfc09e2e3618f200c1707b33358d5168afad83f0",1,0,NA,NA,NA,1,2024-05-01 20:17:30,"10","97215",-122.601049,45.514122,"Portland","OR","Oregon","Multnomah","97230",-122.498239,45.5414,"Portland","OR","Multnomah","98686","01db1b024cb342c839f5ab8aeefa3f64795dc3e5f81b0f32dea900e60af151a4","98686","Vancouver","Washington","WA",-122.633301,45.71706,"01db1b024cb342c839f5ab8aeefa3f64795dc3e5f81b0f32dea900e60af151a4","98686","Vancouver","Washington",NA,NA,NA,NA,NA,1,1,0,TRUE
4200478130360,"14d2878c32ffdab403f8141b5b11c95b1fe4f8e20ca42c1bcdf65d436144c694","06ea0c3759cd63743190021f8a325b90a9eb633ac769afdc0c5764f3cd1faed8","021216433541",2024-05-01 17:39:38,"8165607285e740debcf54b2768c3212a2c78dfb7004f072e709d90f8a99fc09f",NA,"001",92,"C02","G0",2.2,13.9,9.7,2017-01-03,NA,"16a7b155c49bac3fc3ef44dff4bcd5f52853da08c4c60b6f167f5e8999ce7cf1",2017-01-03,"52095c5c880993f3065c6b44f9e412479f5c5f17a53872871dbfc30fb6141936","N","N","186e8c0b8c066c2eaeac4ed78443625773867c04843fc47baf21bbd855573012",0,NA,1,2024-05-01 17:39:38,"402ac801773b54dd2c9d6309dfc09e2e3618f200c1707b33358d5168afad83f0",1,0,NA,NA,NA,1,2024-05-01 21:51:54,"10","97215",-122.601049,45.514122,"Portland","OR","Oregon","Multnomah","97230",-122.498239,45.5414,"Portland","OR","Multnomah","97023","5be379a268a3ff0e44d1c913aa616d96dab65f6832bd4148c48842f974f3c34a","97023","Estacada","Oregon","OR",-122.313251,45.280759,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,TRUE
4200478130361,"9eecd252b892e10175ec8ce1dae05519147c7eca297dafc5d6619b5497216f85","b153eff9d475a0f6df6d62136dc94ebd5b326061509a2d2098e2a1c0b72be419","021216451347",2024-05-01 17:39:38,"8165607285e740debcf54b2768c3212a2c78dfb7004f072e709d90f8a99fc09f",NA,"001",92,"C02","G0",2.17,11.93,14.33,2017-01-03,NA,"16a7b155c49bac3fc3ef44dff4bcd5f52853da08c4c60b6f167f5e8999ce7cf1",2017-01-03,"52095c5c880993f3065c6b44f9e412479f5c5f17a53872871dbfc30fb6141936","N","N","186e8c0b8c066c2eaeac4ed78443625773867c04843fc47baf21bbd855573012",0,NA,1,2024-05-01 17:39:38,"402ac801773b54dd2c9d6309dfc09e2e3618f200c1707b33358d5168afad83f0",1,0,NA,NA,NA,1,2024-05-01 20:17:34,"10","97215",-122.601049,45.514122,"Portland","OR","Oregon","Multnomah","97230",-122.498239,45.5414,"Portland","OR","Multnomah","97448","a6d6db8df22379a1d3b4a6ac52b2412106a7e16e22abf0e4ec3e2c91aaa3a975","97448","Junction City","Oregon","OR",-123.252848,44.195781,"a6d6db8df22379a1d3b4a6ac52b2412106a7e16e22abf0e4ec3e2c91aaa3a975","97448","Junction City","Oregon",NA,NA,NA,NA,NA,2,2,0,TRUE
